Observation,Action
"-0.077430345,0.43077973,-0.24564247,-1.2268066,0.46908388,0.39165217,0.0,0.0",1
"-0.08030729,0.4039465,-0.3046403,-1.1984373,0.48792326,0.3767875,0.0,0.0",2
"-0.083111286,0.3765682,-0.29524517,-1.2221602,0.50457805,0.33309716,0.0,0.0",3
"-0.08591652,0.3485932,-0.2952286,-1.2488472,0.5212326,0.33309084,0.0,0.0",0
"-0.08909817,0.32056147,-0.33214638,-1.2512959,0.53721094,0.3195673,0.0,0.0",2
"-0.092348196,0.291865,-0.34076542,-1.2817767,0.5554088,0.36395705,0.0,0.0",1
"-0.09567537,0.26249337,-0.35046616,-1.3128994,0.57614374,0.41469842,0.0,0.0",1
"-0.09894848,0.23259123,-0.3431585,-1.3359817,0.59491146,0.37535536,0.0,0.0",3
"-0.102694705,0.20270406,-0.3896541,-1.3352218,0.6129289,0.3603495,0.0,0.0",2
"-0.10644255,0.17222036,-0.38963094,-1.361911,0.630946,0.36034152,0.0,0.0",0
"-0.11073675,0.14198528,-0.44366774,-1.3508345,0.64846593,0.35039905,0.0,0.0",2
"-0.11549406,0.112455875,-0.49036694,-1.3199403,0.66670996,0.36488074,0.0,0.0",2
"-0.12020006,0.0823798,-0.48365635,-1.3436698,0.68321073,0.33001524,0.0,0.0",3
"-0.12514524,0.052248225,-0.5075689,-1.3463651,0.6999127,0.33404082,0.0,1.0",2
"-0.12903205,0.029976163,-0.39537972,-0.99440014,0.7193134,0.40062752,0.0,1.0",2
"-0.13354692,0.0074238633,-0.44303137,-0.9974384,0.7082654,-0.22095902,0.0,1.0",3
"-0.13727312,-0.007144251,-0.24250026,-0.59710795,0.5356488,-3.2626824,0.0,1.0",3
"-0.14115095,-0.016633835,-0.19526467,-0.36675885,0.32484394,-4.144822,0.0,1.0",3
"-0.011876774,1.4004853,-0.6006705,-0.24474698,0.013619969,0.13466038,0.0,0.0",0
"-0.017897796,1.3943748,-0.61099875,-0.2716749,0.022416532,0.17594796,0.0,0.0",1
"-0.023919106,1.3876655,-0.6110259,-0.29835156,0.03121099,0.17590551,0.0,0.0",0
"-0.0299407,1.3803573,-0.6110519,-0.32502595,0.040004477,0.17588633,0.0,0.0",0
"-0.035962485,1.3724499,-0.61107755,-0.3516995,0.04879656,0.17585796,0.0,0.0",0
"-0.0419034,1.3639482,-0.6009034,-0.37809402,0.055539355,0.13486846,0.0,0.0",3
"-0.04791689,1.3548402,-0.6099968,-0.4051437,0.06410654,0.17135952,0.0,0.0",1
"-0.054043196,1.3462301,-0.62096727,-0.38304025,0.07235895,0.1650636,0.0,0.0",2
"-0.060256768,1.3379006,-0.6294755,-0.3706106,0.08039962,0.16082843,0.0,0.0",2
"-0.06640472,1.32897,-0.6212375,-0.39728066,0.08678845,0.12778854,0.0,0.0",3
"-0.07263613,1.3194343,-0.6316835,-0.42431355,0.09527131,0.16967255,0.0,0.0",1
"-0.07894345,1.3092822,-0.6412034,-0.45190227,0.10567891,0.2081711,0.0,0.0",1
"-0.08533945,1.298524,-0.6523076,-0.47908765,0.118312195,0.2526887,0.0,0.0",1
"-0.09173612,1.2871679,-0.6523429,-0.50577044,0.13094291,0.2526371,0.0,0.0",0
"-0.09820509,1.2752024,-0.6613832,-0.53313905,0.14539552,0.28907838,0.0,0.0",1
"-0.10456991,1.2632482,-0.65169483,-0.5328475,0.1606081,0.3042795,0.0,0.0",2
"-0.110882565,1.2516581,-0.64716595,-0.51690876,0.17654246,0.31871605,0.0,0.0",2
"-0.1175066,1.2405372,-0.6774043,-0.49611425,0.19162731,0.3017242,0.0,0.0",2
"-0.12404547,1.2288322,-0.66668785,-0.5219257,0.20453249,0.25812694,0.0,0.0",3
"-0.13068075,1.2165017,-0.67874986,-0.55020297,0.21991852,0.3077482,0.0,0.0",1
"-0.13731699,1.203574,-0.6787877,-0.5768963,0.23530056,0.30766845,0.0,0.0",0
"-0.1441288,1.1910609,-0.69622123,-0.5586121,0.2506219,0.30645448,0.0,0.0",2
"-0.15100488,1.1779144,-0.70429575,-0.58723605,0.26768193,0.3412307,0.0,0.0",1
"-0.15790272,1.1650664,-0.7070046,-0.57427156,0.2853778,0.353949,0.0,0.0",2
"-0.16486998,1.1515669,-0.71580017,-0.60382766,0.30503967,0.39323777,0.0,0.0",1
"-0.1721181,1.1381869,-0.7432072,-0.5986414,0.32412818,0.38177067,0.0,0.0",2
"-0.1796523,1.1254783,-0.7716904,-0.56903845,0.34320962,0.3816286,0.0,0.0",2
"-0.18727168,1.1132834,-0.78083193,-0.54661775,0.36307454,0.39729908,0.0,0.0",2
"-0.19480857,1.1005526,-0.77013695,-0.57007724,0.3805051,0.3486121,0.0,0.0",3
"-0.20249304,1.0879142,-0.7849344,-0.5662024,0.39809382,0.35177425,0.0,0.0",2
"-0.21011305,1.0747305,-0.77656776,-0.59010994,0.41373244,0.3127733,0.0,0.0",3
"-0.21773401,1.0609496,-0.7765556,-0.6167954,0.4293709,0.3127688,0.0,0.0",0
"-0.22528204,1.0466214,-0.7672013,-0.6406506,0.44286302,0.26984212,0.0,0.0",3
"-0.23275967,1.0317584,-0.7580591,-0.66386926,0.45414162,0.2255723,0.0,0.0",3
"-0.24023776,1.0162971,-0.7580521,-0.6905455,0.46542013,0.22557029,0.0,0.0",0
"-0.24771638,1.0002373,-0.758045,-0.7172217,0.47669855,0.2255683,0.0,0.0",0
"-0.2552556,0.9835409,-0.7655977,-0.746144,0.48971117,0.26025218,0.0,0.0",1
"-0.26286966,0.96618176,-0.7750612,-0.77645266,0.5050429,0.30663535,0.0,0.0",1
"-0.2711014,0.9493604,-0.836007,-0.7524164,0.5195709,0.2905597,0.0,0.0",2
"-0.27933407,0.93194145,-0.83599395,-0.77909833,0.5340987,0.29055548,0.0,0.0",0
"-0.28751335,0.9139781,-0.8290156,-0.80279624,0.5468517,0.25505975,0.0,0.0",3
"-0.29569346,0.8954167,-0.8290051,-0.8294745,0.5596045,0.2550569,0.0,0.0",0
"-0.30382442,0.8763069,-0.8226037,-0.85333294,0.5707071,0.22205126,0.0,0.0",3
"-0.31202054,0.8565356,-0.83084106,-0.8835865,0.58392936,0.26444536,0.0,0.0",1
"-0.32021755,0.83616656,-0.83082914,-0.9102654,0.59715146,0.26444215,0.0,0.0",0
"-0.3283531,0.8152532,-0.82294863,-0.93378234,0.6083992,0.22495353,0.0,0.0",3
"-0.33648935,0.79374117,-0.8229395,-0.9604577,0.6196468,0.22495155,0.0,0.0",0
"-0.34467882,0.771572,-0.8296916,-0.99047434,0.6327296,0.26165625,0.0,0.0",1
"-0.3528692,0.7488045,-0.829679,-1.0171525,0.6458123,0.26165318,0.0,0.0",0
"-0.36143693,0.7265256,-0.86781645,-0.9957887,0.65952015,0.27415812,0.0,0.0",2
"-0.3700057,0.70364875,-0.867802,-1.0224679,0.67322785,0.2741546,0.0,0.0",0
"-0.37864953,0.68008393,-0.87730724,-1.0543036,0.68964034,0.32825038,0.0,0.0",1
"-0.38729492,0.6559217,-0.87728584,-1.0809878,0.70605254,0.32824433,0.0,0.0",0
"-0.39590135,0.6312282,-0.87190676,-1.1039777,0.7207424,0.29379684,0.0,0.0",3
"-0.404459,0.60600895,-0.86536705,-1.1265439,0.7334252,0.2536554,0.0,0.0",3
"-0.41379723,0.5811177,-0.94275075,-1.1116984,0.74533993,0.23829493,0.0,0.0",2
"-0.42372686,0.55685943,-1.002202,-1.0838963,0.7578226,0.24965255,0.0,0.0",2
"-0.43372145,0.53189975,-1.010593,-1.1164414,0.7730513,0.3045749,0.0,0.0",1
"-0.44378614,0.50625396,-1.0193062,-1.1482996,0.7908967,0.35690802,0.0,0.0",1
"-0.45426068,0.48093596,-1.0605589,-1.1342219,0.8094419,0.3709042,0.0,0.0",2
"-0.46468788,0.45510092,-1.0540853,-1.1562965,0.8258358,0.32787755,0.0,0.0",3
"-0.47507533,0.4287331,-1.0487157,-1.1792016,0.8404554,0.2923915,0.0,0.0",3
"-0.48542356,0.40185186,-1.0432383,-1.2010614,0.8529896,0.2506855,0.0,0.0",3
"-0.49572387,0.37444413,-1.0369929,-1.2234874,0.8634948,0.21010359,0.0,0.0",3
"-0.505991,0.3465138,-1.0323874,-1.2458078,0.87215227,0.17314948,0.0,0.0",3
"-0.5162586,0.3179842,-1.0323801,-1.2724785,0.8808097,0.1731486,0.0,0.0",0
"-0.52652675,0.2888551,-1.0323727,-1.2991492,0.8894672,0.17314897,0.0,0.0",0
"-0.53683734,0.25906265,-1.0376799,-1.3296052,0.89990467,0.2087503,0.0,0.0",1
"-0.5474249,0.2292065,-1.0656093,-1.3327467,0.91084033,0.21871352,0.0,0.0",2
"-0.55858123,0.19944234,-1.1224223,-1.3287457,0.92184854,0.22016406,0.0,1.0",2
"-0.57033914,0.17063822,-1.186513,-1.2997042,0.94205475,0.3381118,0.0,1.0",2
"-0.57825804,0.15811709,-0.9426154,-0.83189005,1.1831323,4.2136593,0.0,1.0",1
"-0.582479,0.161263,-0.5109769,-0.100246385,1.4589795,5.1120343,0.0,0.0",0
"-0.009149646,1.4106767,-0.47023025,-0.001128984,0.009508443,0.08596664,0.0,0.0",2
"-0.013972664,1.4107351,-0.4858705,0.0025702186,0.0130368145,0.07057382,0.0,0.0",2
"-0.018795777,1.4101934,-0.48588094,-0.024104621,0.016565088,0.07057211,0.0,0.0",0
"-0.023621846,1.4105335,-0.48623267,0.015068183,0.020157188,0.071848616,0.0,0.0",2
"-0.028538417,1.410274,-0.4975864,-0.011630208,0.026022807,0.11732304,0.0,0.0",1
"-0.033372022,1.4094253,-0.48716608,-0.037790418,0.029789343,0.07533719,0.0,0.0",3
"-0.03810959,1.4079897,-0.47510758,-0.06382809,0.031130772,0.02683087,0.0,0.0",3
"-0.04284706,1.4059544,-0.47511023,-0.09049671,0.032472588,0.026838753,0.0,0.0",0
"-0.047508143,1.4033159,-0.46553093,-0.1172526,0.031894464,-0.01156329,0.0,0.0",3
"-0.052169323,1.4000773,-0.46552807,-0.143921,0.03131726,-0.011545086,0.0,0.0",0
"-0.056830406,1.3962388,-0.46552593,-0.17058949,0.030739734,-0.011551646,0.0,0.0",0
"-0.06149149,1.3918003,-0.46552435,-0.19725798,0.03016229,-0.011549841,0.0,0.0",0
"-0.06622467,1.3867621,-0.47456408,-0.22394371,0.031396553,0.024687393,0.0,0.0",1
"-0.07088967,1.3811255,-0.4660154,-0.25050342,0.03091526,-0.0096267965,0.0,0.0",3
"-0.075554654,1.374889,-0.46601266,-0.2771721,0.030435141,-0.009603284,0.0,0.0",0
"-0.08021965,1.3680524,-0.46601066,-0.30384073,0.029954731,-0.009609164,0.0,0.0",0
"-0.08489828,1.3612523,-0.46736246,-0.3022171,0.02947008,-0.009694125,0.0,0.0",2
"-0.08957672,1.3538519,-0.46736073,-0.3288907,0.02898552,-0.009692204,0.0,0.0",0
"-0.09431467,1.3458476,-0.47481188,-0.35576937,0.029996045,0.02021236,0.0,0.0",1
"-0.09905262,1.3372433,-0.47481576,-0.38243818,0.031005803,0.020197012,0.0,0.0",0
"-0.10396843,1.3289976,-0.4918622,-0.36647588,0.031279415,0.005473011,0.0,0.0",2
"-0.10888424,1.3201519,-0.49186206,-0.39315215,0.03155369,0.0054861736,0.0,0.0",0
"-0.113800146,1.3107061,-0.491863,-0.41981804,0.03182759,0.0054784743,0.0,0.0",0
"-0.118716046,1.3006603,-0.49186355,-0.4464863,0.03210145,0.0054776445,0.0,0.0",0
"-0.12363138,1.2899929,-0.49181634,-0.47410843,0.0323754,0.005478914,0.0,0.0",0
"-0.12845469,1.2787197,-0.48027048,-0.5009988,0.030341087,-0.040686194,0.0,0.0",3
"-0.13318777,1.2668539,-0.46895462,-0.5272772,0.026037173,-0.08607808,0.0,0.0",3
"-0.13799457,1.2543839,-0.47819304,-0.5541832,0.023585144,-0.049040634,0.0,0.0",1
"-0.14280128,1.2413139,-0.47819304,-0.58085036,0.021133099,-0.049040694,0.0,0.0",0
"-0.14768076,1.227638,-0.48730826,-0.60780996,0.020508476,-0.01249242,0.0,0.0",1
"-0.15246287,1.2133694,-0.47510043,-0.63412464,0.017436808,-0.061433177,0.0,0.0",3
"-0.15728292,1.1994132,-0.47876436,-0.62023926,0.014238364,-0.06396902,0.0,0.0",2
"-0.16211386,1.186233,-0.47987008,-0.5857591,0.011048938,-0.063788615,0.0,0.0",2
"-0.16702576,1.1724573,-0.49000305,-0.61224705,0.009887929,-0.023220364,0.0,0.0",1
"-0.17193756,1.1580818,-0.49000305,-0.6389137,0.0087269265,-0.023220127,0.0,0.0",0
"-0.17678213,1.1430981,-0.4815654,-0.6659279,0.0058773537,-0.05699156,0.0,0.0",3
"-0.18169594,1.1275169,-0.49026823,-0.69249314,0.0047703846,-0.022139316,0.0,0.0",1
"-0.18660983,1.1113356,-0.49026823,-0.7191598,0.003663408,-0.022139335,0.0,0.0",0
"-0.19158478,1.0945449,-0.49793106,-0.7462641,0.0040916465,0.008564776,0.0,0.0",1
"-0.19655982,1.0771538,-0.4979311,-0.77293086,0.0045198863,0.008564686,0.0,0.0",0
"-0.20152655,1.0599927,-0.49716002,-0.76271456,0.0049972506,0.009547452,0.0,0.0",2
"-0.20649333,1.0422316,-0.49716005,-0.78938127,0.0054746275,0.009547465,0.0,0.0",0
"-0.21139379,1.0238763,-0.48884535,-0.81579363,0.0042863237,-0.023765953,0.0,0.0",3
"-0.21630478,1.00582,-0.48985252,-0.80249023,0.0030611823,-0.024503015,0.0,0.0",2
"-0.22130379,0.9871552,-0.500905,-0.8295589,0.0040499023,0.019774541,0.0,0.0",1
"-0.2262384,0.9678858,-0.49282497,-0.8564098,0.003420781,-0.012582536,0.0,0.0",3
"-0.23108578,0.94801843,-0.48187804,-0.8829973,0.00059927435,-0.056430012,0.0,0.0",3
"-0.23585472,0.9275408,-0.47204193,-0.910123,-0.0041919365,-0.09582422,0.0,0.0",3
"-0.24053463,0.90646976,-0.46087962,-0.936519,-0.011218134,-0.14052379,0.0,0.0",3
"-0.24513745,0.8848061,-0.4512022,-0.96292317,-0.020181097,-0.17925933,0.0,0.0",3
"-0.24967127,0.8625495,-0.44255143,-0.989368,-0.030874379,-0.21386579,0.0,0.0",3
"-0.2543044,0.84060234,-0.45193282,-0.9757135,-0.042113755,-0.22478747,0.0,0.0",2
"-0.25886267,0.81805146,-0.44255033,-1.0026891,-0.05523522,-0.26242936,0.0,0.0",3
"-0.26330066,0.7956708,-0.43095762,-0.9952136,-0.06793236,-0.2539429,0.0,0.0",2
"-0.2678267,0.7726965,-0.44201136,-1.0215935,-0.07841336,-0.20962,0.0,0.0",1
"-0.2723527,0.7491237,-0.44201237,-1.0482693,-0.08889428,-0.2096184,0.0,0.0",0
"-0.27696285,0.7249586,-0.45257872,-1.0745304,-0.09725373,-0.16718923,0.0,0.0",1
"-0.28164166,0.70019776,-0.46120328,-1.1009274,-0.103884116,-0.13260767,0.0,0.0",1
"-0.2862176,0.67632926,-0.45090872,-1.0613061,-0.11051871,-0.1326917,0.0,0.0",2
"-0.2907001,0.6518493,-0.43920246,-1.0886877,-0.11951305,-0.17988689,0.0,0.0",3
"-0.29509854,0.62676805,-0.42868915,-1.1156622,-0.13061148,-0.22196896,0.0,0.0",3
"-0.2994969,0.6010883,-0.428691,-1.1423391,-0.14170983,-0.22196713,0.0,0.0",0
"-0.30397415,0.5748338,-0.4386503,-1.1677521,-0.15076646,-0.1811327,0.0,0.0",1
"-0.3085495,0.5479924,-0.4509479,-1.1936361,-0.15734382,-0.13154727,0.0,0.0",1
"-0.313047,0.5205326,-0.44117388,-1.2213649,-0.16591722,-0.1714679,0.0,0.0",3
"-0.3175443,0.49247375,-0.44117537,-1.2480375,-0.17449059,-0.1714671,0.0,0.0",0
"-0.32204157,0.4638158,-0.44117695,-1.2747102,-0.18306388,-0.1714662,0.0,0.0",0
"-0.3265387,0.43455893,-0.4411785,-1.3013828,-0.19163714,-0.17146535,0.0,0.0",0
"-0.33109885,0.4047284,-0.44914508,-1.3267044,-0.19854712,-0.1381996,0.0,0.0",1
"-0.33556533,0.37428275,-0.43743736,-1.3544024,-0.20783228,-0.18570295,0.0,0.0",3
"-0.34003168,0.34323823,-0.43743953,-1.3810761,-0.21711737,-0.18570186,0.0,0.0",0
"-0.34444466,0.31254554,-0.4317314,-1.3655568,-0.22679392,-0.19353086,0.0,0.0",2
"-0.34891707,0.28127712,-0.4392507,-1.3909575,-0.23489535,-0.16202885,0.0,0.0",1
"-0.35338935,0.24940947,-0.43925253,-1.4176296,-0.24299677,-0.16202812,0.0,0.0",0
"-0.35779834,0.21691447,-0.43128332,-1.4458445,-0.25278795,-0.1958237,0.0,0.0",3
"-0.3622071,0.18382066,-0.43128628,-1.472519,-0.26257905,-0.19582239,0.0,0.0",0
"-0.36654124,0.15010959,-0.42197475,-1.500362,-0.2742859,-0.23413734,0.0,0.0",3
"-0.37055883,0.11712013,-0.39065295,-1.4683244,-0.2856876,-0.22803359,0.0,0.0",2
"-0.3745141,0.083497465,-0.3828113,-1.4968832,-0.29879734,-0.2621946,0.0,0.0",3
"-0.37846893,0.04927698,-0.3828175,-1.5235635,-0.3119069,-0.2621915,0.0,0.0",0
"-0.38224506,0.015929757,-0.36440653,-1.4849969,-0.325624,-0.2743414,0.0,0.0",2
"-0.38593325,-0.018054297,-0.35342836,-1.5139493,-0.3416997,-0.32151374,0.0,0.0",3
"-0.3896207,-0.052635122,-0.35343894,-1.5406364,-0.3577751,-0.32150802,1.0,0.0",0
"-0.3986853,-0.07662316,-0.88198406,-1.0728554,-0.3922603,-0.70023036,1.0,0.0",0
"-0.4072804,-0.100841716,-0.8465969,-1.080122,-0.4068225,-0.29208905,0.0,0.0",0
"-0.4154107,-0.12471238,-0.813131,-1.0665287,-0.408432,-0.12025998,1.0,0.0",2
"-0.4236371,-0.14295587,-1.0960486,-0.5616141,-0.24788731,3.8326173,1.0,0.0",3
"-0.0041017532,1.3940835,-0.20744893,-0.3869662,0.0047080633,0.046505325,0.0,0.0",0
"-0.0061527253,1.3847764,-0.20745626,-0.41365904,0.007031795,0.046479292,0.0,0.0",0
"-0.008128738,1.3748817,-0.1980394,-0.43976736,0.0074640475,0.0086457515,0.0,0.0",3
"-0.010104751,1.3643869,-0.19804022,-0.46643573,0.007897059,0.008661099,0.0,0.0",0
"-0.011993122,1.3532872,-0.18703446,-0.49331915,0.006123261,-0.035479255,0.0,0.0",3
"-0.013975811,1.3415924,-0.19888985,-0.51976234,0.006728247,0.012100724,0.0,0.0",1
"-0.015891742,1.3292977,-0.1904945,-0.54642755,0.0056480295,-0.021606412,0.0,0.0",3
"-0.017730141,1.316396,-0.18078771,-0.5733978,0.0026246489,-0.06047334,0.0,0.0",3
"-0.019635677,1.3028891,-0.18919706,-0.6003075,0.0012900284,-0.02669476,0.0,0.0",1
"-0.02160797,1.2887919,-0.19758338,-0.62654364,0.0016360114,0.006920381,0.0,0.0",1
"-0.02366371,1.2748977,-0.20552614,-0.6175163,0.0015909788,-0.0009008568,0.0,0.0",2
"-0.025719453,1.2604034,-0.20552568,-0.6441913,0.0015466664,-0.0008863647,0.0,0.0",0
"-0.027700137,1.2453201,-0.19611731,-0.6703694,-0.00038372705,-0.03861143,0.0,0.0",3
"-0.029746056,1.22963,-0.20429297,-0.69733214,-0.00067337486,-0.005793694,0.0,0.0",1
"-0.031791877,1.21334,-0.20429286,-0.7240007,-0.0009640574,-0.0058145057,0.0,0.0",0
"-0.033837795,1.19645,-0.20429245,-0.7506693,-0.0012543489,-0.0058064265,0.0,0.0",0
"-0.035974026,1.178967,-0.21562842,-0.77702403,0.00072722626,0.039635334,0.0,0.0",1
"-0.038175486,1.1608942,-0.22380522,-0.80324835,0.0043445146,0.0723521,0.0,0.0",1
"-0.04037714,1.1422212,-0.22381604,-0.829918,0.007961045,0.072337076,0.0,0.0",0
"-0.042485237,1.1229386,-0.21208504,-0.857009,0.009226387,0.025309032,0.0,0.0",3
"-0.04466772,1.1030505,-0.22141266,-0.8839443,0.012361409,0.062706046,0.0,0.0",1
"-0.04694414,1.0825672,-0.23319033,-0.91043144,0.01785123,0.109806016,0.0,0.0",1
"-0.049124338,1.0614933,-0.22111705,-0.93665653,0.020915376,0.06128816,0.0,0.0",3
"-0.05138626,1.0398226,-0.23134854,-0.96322364,0.02602706,0.102242604,0.0,0.0",1
"-0.05364771,1.0175307,-0.23132542,-0.99084836,0.031137558,0.10221032,0.0,0.0",0
"-0.055975724,0.9946422,-0.23967178,-1.0174271,0.037917674,0.13560222,0.0,0.0",1
"-0.058414172,0.972459,-0.25034755,-0.98609906,0.044339817,0.12844267,0.0,0.0",2
"-0.060783673,0.9496715,-0.24169818,-1.0129246,0.049034134,0.09388669,0.0,0.0",3
"-0.06307392,0.9262902,-0.23175442,-1.0392646,0.05173343,0.053985637,0.0,0.0",3
"-0.06544733,0.9023046,-0.24219766,-1.0662034,0.05652662,0.09586411,0.0,0.0",1
"-0.06782083,0.8777192,-0.24219748,-1.0928721,0.061319806,0.09586376,0.0,0.0",0
"-0.07014036,0.8533239,-0.23719445,-1.0844688,0.06651165,0.103836775,0.0,0.0",2
"-0.07238016,0.8283408,-0.227191,-1.1105016,0.069688626,0.06353924,0.0,0.0",3
"-0.074619964,0.802758,-0.2271909,-1.137169,0.07286558,0.063539214,0.0,0.0",0
"-0.076859854,0.7765752,-0.22719081,-1.1638366,0.076042555,0.06353919,0.0,0.0",0
"-0.07916002,0.74979585,-0.23474571,-1.1904371,0.080726154,0.09367201,0.0,0.0",1
"-0.081457995,0.7233135,-0.23476216,-1.1772666,0.08564263,0.09832956,0.0,0.0",2
"-0.08363752,0.69727194,-0.2237412,-1.1577468,0.09137941,0.11473584,0.0,0.0",2
"-0.08588676,0.67124647,-0.23056047,-1.1570421,0.09696834,0.11177852,0.0,0.0",2
"-0.08806648,0.64464056,-0.22180209,-1.1827377,0.100775875,0.07615043,0.0,0.0",3
"-0.0902462,0.6174348,-0.2218019,-1.2094055,0.1045834,0.076150365,0.0,0.0",0
"-0.09233294,0.5896556,-0.21011221,-1.2347362,0.10600985,0.028529117,0.0,0.0",3
"-0.094487384,0.5612607,-0.21861894,-1.2622216,0.10916312,0.063065335,0.0,0.0",1
"-0.09666701,0.53314465,-0.2213192,-1.2498507,0.11249556,0.06664865,0.0,0.0",2
"-0.098818205,0.5056562,-0.21903197,-1.2220111,0.116383456,0.07775815,0.0,0.0",2
"-0.10111322,0.47809634,-0.23294568,-1.2251548,0.11979939,0.0683187,0.0,0.0",2
"-0.10340834,0.44993663,-0.23294552,-1.2518222,0.12321532,0.06831864,0.0,0.0",0
"-0.10594988,0.42218328,-0.2568353,-1.2337073,0.12588108,0.05331518,0.0,0.0",2
"-0.10843382,0.39473748,-0.25169638,-1.2200915,0.12916225,0.06562357,0.0,0.0",2
"-0.11084251,0.36669505,-0.24226145,-1.2464509,0.13055487,0.027852282,0.0,0.0",3
"-0.11319132,0.33807528,-0.2347193,-1.2719747,0.13039353,-0.0032267321,0.0,0.0",3
"-0.11574135,0.31013763,-0.2544284,-1.2416227,0.12982321,-0.011406432,0.0,0.0",2
"-0.11829138,0.28160006,-0.25442842,-1.2682893,0.12925288,-0.011406432,0.0,0.0",0
"-0.12093172,0.25245425,-0.26575452,-1.2955192,0.13095917,0.034126095,0.0,0.0",1
"-0.12363968,0.22269596,-0.27423185,-1.3228965,0.1343837,0.068490595,0.0,0.0",1
"-0.12634754,0.19233786,-0.27423167,-1.3495641,0.13780822,0.06849057,0.0,0.0",0
"-0.12895814,0.16138846,-0.26203573,-1.3756175,0.13878174,0.01947079,0.0,0.0",3
"-0.13156863,0.12983917,-0.26203573,-1.4022841,0.13975528,0.019470694,0.0,0.0",0
"-0.13428898,0.098983966,-0.27306247,-1.3714371,0.14078188,0.020531928,0.0,0.0",2
"-0.13700934,0.06752887,-0.2730624,-1.3981038,0.1418085,0.020531924,0.0,0.0",0
"-0.13995008,0.03663455,-0.29459557,-1.3731306,0.14233166,0.01046299,0.0,0.0",2
"-0.14289084,0.0051402305,-0.29459557,-1.3997972,0.14285481,0.010462975,0.0,0.0",0
"-0.14574996,-0.026940098,-0.28434527,-1.4256445,0.14130206,-0.031055206,1.0,1.0",3
"-0.14910392,-0.042691387,-0.08104299,2.1432268e-05,-0.0009788277,-0.0001841768,1.0,1.0",3
"0.0025624274,1.4224232,0.12958273,0.2427732,-0.0029301567,-0.029048378,0.0,0.0",0
"0.0038435936,1.4272865,0.1295873,0.216139,-0.0043816958,-0.029033493,0.0,0.0",0
"0.00512476,1.4315498,0.1295916,0.18946786,-0.005833037,-0.029029587,0.0,0.0",0
"0.0065172194,1.435914,0.14018616,0.19397385,-0.0067649446,-0.01863977,0.0,0.0",2
"0.007817363,1.4396737,0.12860653,0.1670948,-0.0053753234,0.027794847,0.0,0.0",1
"0.009209538,1.4428263,0.14016142,0.14011501,-0.0063049826,-0.018594885,0.0,0.0",3
"0.010687923,1.445374,0.15095782,0.11321859,-0.009397293,-0.06185218,0.0,0.0",3
"0.012070942,1.4473319,0.13900834,0.08700787,-0.010089705,-0.013849424,0.0,0.0",1
"0.013367748,1.4486974,0.12818201,0.060697306,-0.008611721,0.029562417,0.0,0.0",1
"0.014593029,1.4494569,0.11922236,0.0337754,-0.005340232,0.06543563,0.0,0.0",1
"0.015748596,1.4510957,0.11261134,0.07284079,-0.0024237358,0.058334984,0.0,0.0",2
"0.016829204,1.4532554,0.1054765,0.0959894,0.00013046653,0.05108863,0.0,0.0",2
"0.01799345,1.4548165,0.1159659,0.069376506,0.0005806785,0.009005072,0.0,0.0",3
"0.019241428,1.4557801,0.126473,0.04283502,-0.0010744027,-0.033104826,0.0,0.0",3
"0.020418072,1.4561353,0.117535554,0.015780192,-0.0009369032,0.0027502396,0.0,0.0",1
"0.021662235,1.4571221,0.12395853,0.04386224,-0.00048754882,0.008988028,0.0,0.0",2
"0.022887135,1.4581108,0.12212887,0.043941572,-0.00012897849,0.0071721664,0.0,0.0",2
"0.024016762,1.4584973,0.11017177,0.017176174,0.0026253944,0.055092305,0.0,0.0",1
"0.025123406,1.4590414,0.107978895,0.024174768,0.005277783,0.053052694,0.0,0.0",2
"0.026140403,1.4589907,0.09675179,-0.0022786146,0.010177782,0.09800837,0.0,0.0",1
"0.027157307,1.4583404,0.09673721,-0.02894655,0.015076041,0.097974226,0.0,0.0",0
"0.028174113,1.4570903,0.0967235,-0.055617306,0.019974055,0.09796883,0.0,0.0",0
"0.02919073,1.4552405,0.096709706,-0.08228835,0.024871342,0.09795458,0.0,0.0",0
"0.03017931,1.4542879,0.09392864,-0.04242781,0.02975436,0.0976689,0.0,0.0",2
"0.031168366,1.4527138,0.09395685,-0.07005809,0.03463707,0.0976542,0.0,0.0",0
"0.0320611,1.4505414,0.08189598,-0.09674967,0.041934006,0.14593868,0.0,0.0",1
"0.032917403,1.4488332,0.07828058,-0.07614373,0.049200103,0.14532156,0.0,0.0",2
"0.03377371,1.4465258,0.07828088,-0.10281481,0.05646615,0.145321,0.0,0.0",0
"0.03476,1.4446472,0.09049313,-0.083824635,0.064511776,0.16091263,0.0,0.0",2
"0.035654735,1.4421595,0.07900872,-0.11104451,0.07486597,0.20708385,0.0,0.0",1
"0.036364842,1.4398065,0.061236273,-0.10510287,0.0845376,0.19343238,0.0,0.0",2
"0.037074756,1.4368546,0.061237205,-0.13177735,0.094209164,0.19343129,0.0,0.0",0
"0.03778591,1.4346411,0.06096656,-0.09905183,0.10427462,0.20130932,0.0,0.0",2
"0.038579177,1.4318302,0.07126753,-0.12551434,0.11228027,0.16011311,0.0,0.0",3
"0.039372444,1.42842,0.071268395,-0.15218635,0.12028588,0.1601124,0.0,0.0",0
"0.04015541,1.4251139,0.07003893,-0.14762828,0.12850514,0.16438526,0.0,0.0",2
