Observation,Action
"[ 0.37222403  0.8752605   0.91688144 -0.864544   -0.51472545 -0.26921535
  0.          0.        ]",1
"[ 0.38163042  0.85661304  0.9529432  -0.83347756 -0.52873147 -0.28011996
  0.          0.        ]",2
"[ 0.39137983  0.8381898   0.98706275 -0.82360554 -0.5426495  -0.27836102
  0.          0.        ]",2
"[ 0.4011301   0.8191687   0.98705024 -0.85028625 -0.5565674  -0.27835733
  0.          0.        ]",0
"[ 0.41145927  0.800434    1.0441211  -0.8373736  -0.56965643 -0.26177946
  0.          0.        ]",2
"[ 0.42235947  0.7824203   1.101126   -0.8054121  -0.5827178  -0.26122653
  0.          0.        ]",2
"[ 0.43319923  0.7638568   1.0933943  -0.82922024 -0.5938919  -0.22348182
  0.          0.        ]",1
"[ 0.44403952  0.7446948   1.0933855  -0.85589564 -0.60506594 -0.22347991
  0.          0.        ]",0
"[ 0.45481366  0.725002    1.0848478  -0.87868935 -0.6140012  -0.1787055
  0.          0.        ]",1
"[ 0.46558827  0.70471     1.084842   -0.9053614  -0.62293637 -0.1787045
  0.          0.        ]",0
"[ 0.47630787  0.6838741   1.0777766  -0.928847   -0.63002133 -0.14169984
  0.          0.        ]",1
"[ 0.487671    0.6634638   1.1416565  -0.9097356  -0.6365654  -0.13088103
  0.          0.        ]",2
"[ 0.49909037  0.6423898   1.1488643  -0.9400703  -0.64509356 -0.17056338
  0.          0.        ]",3
"[ 0.5111228   0.6216637   1.209718   -0.9244332  -0.6531142  -0.16041276
  0.          0.        ]",2
"[ 0.52322924  0.60025376  1.2191651  -0.95593727 -0.6637472  -0.21266067
  0.          0.        ]",3
"[ 0.53528297  0.5782963   1.2124479  -0.9795997  -0.6726216  -0.17748842
  0.          0.        ]",1
"[ 0.547262    0.5558167   1.2029     -1.0017601  -0.6789403  -0.12637402
  0.          0.        ]",1
"[ 0.5595725   0.5337298   1.2365897  -0.9846418  -0.68598765 -0.14094733
  0.          0.        ]",2
"[ 0.57192343  0.5109802   1.2419115  -1.0148398  -0.6947047  -0.17434093
  0.          0.        ]",3
"[ 0.58427477  0.4876314   1.2419055  -1.0415113  -0.7034217  -0.17434001
  0.          0.        ]",0
"[ 0.59662676  0.46368337  1.2418993  -1.0681831  -0.71213865 -0.17433909
  0.          0.        ]",0
"[ 0.6090313   0.439079    1.24852    -1.0982091  -0.72268754 -0.21097818
  0.          0.        ]",3
"[ 0.6213852   0.41393197  1.2420126  -1.1215693  -0.7314331  -0.17491099
  0.          0.        ]",1
"[ 0.63436794  0.38920406  1.3047953  -1.1029512  -0.74011326 -0.17360315
  0.          0.        ]",2
"[ 0.64740026  0.36382064  1.3109925  -1.1329347  -0.7505538  -0.208811
  0.          0.        ]",3
"[ 0.6603823   0.33790556  1.3044484  -1.1557003  -0.7590309  -0.16954151
  0.          0.        ]",1
"[ 0.6734249   0.31129783  1.3123137  -1.187709   -0.77003884 -0.22015984
  0.          0.        ]",3
"[ 0.6864201  0.2841614  1.3060502 -1.2103345 -0.7790836 -0.1808944
  0.         0.       ]",1
"[ 0.699855    0.25719625  1.3501621  -1.2028654  -0.78835094 -0.18534629
  1.          0.        ]",2
"[ 0.7132473   0.23021859  1.3494942  -1.2148067  -0.7996986  -0.20484376
  1.          0.        ]",0
"[ 0.7249964   0.21312104  0.913324    0.0572684  -0.85936636 -2.5427086
  1.          0.        ]",0
"[ 0.01199579  1.3950791   0.61068964 -0.3465032  -0.01322681 -0.12672314
  0.          0.        ]",2
"[ 0.01806736  1.3878015   0.6134667  -0.32351884 -0.01946861 -0.12484755
  0.          0.        ]",2
"[ 0.02413912  1.3799242   0.6134851  -0.35019925 -0.0257095  -0.12482923
  0.          0.        ]",0
"[ 0.03011456  1.3714395   0.601399   -0.3771672  -0.02952575 -0.07633206
  0.          0.        ]",1
"[ 0.03609009  1.362355    0.6014091  -0.40383652 -0.03334247 -0.07634155
  0.          0.        ]",0
"[ 0.04214106  1.3526614   0.61087316 -0.43097454 -0.03905839 -0.11432886
  0.          0.        ]",3
"[ 0.04828386  1.342369    0.6223858  -0.45766756 -0.04707604 -0.16036761
  0.          0.        ]",3
"[ 0.05442009  1.3325922   0.6219189  -0.43480763 -0.05529043 -0.16430321
  0.          0.        ]",2
"[ 0.06055651  1.3222162   0.62194157 -0.46149033 -0.06350381 -0.16428289
  0.          0.        ]",0
"[ 0.06669321  1.3112409   0.62196535 -0.48816067 -0.07171602 -0.16425921
  0.          0.        ]",0
"[ 0.0728303   1.2996664   0.6219885  -0.5148342  -0.07992692 -0.16423337
  0.          0.        ]",0
"[ 0.07896767  1.2874928   0.62201184 -0.54150844 -0.08813656 -0.16420798
  0.          0.        ]",0
"[ 0.08524428  1.2761698   0.6356833  -0.50373644 -0.09609199 -0.1591231
  0.          0.        ]",2
"[ 0.09152117  1.2642472   0.63570374 -0.53042305 -0.10404634 -0.15910143
  0.          0.        ]",0
"[ 0.09787598  1.2517128   0.6454501  -0.5578016  -0.11396549 -0.19840129
  0.          0.        ]",3
"[ 0.10423116  1.2385798   0.6454786  -0.5844794  -0.12388229 -0.19835372
  0.          0.        ]",0
"[ 0.1106678   1.2248261   0.65570056 -0.6123132  -0.13587944 -0.23996493
  0.          0.        ]",3
"[ 0.1171895   1.2104499   0.6663656  -0.64029604 -0.15005161 -0.28346878
  0.          0.        ]",3
"[ 0.12364206  1.1962496   0.66009104 -0.632686   -0.16490377 -0.2970702
  0.          0.        ]",2
"[ 0.1301487   1.1821903   0.6655934  -0.6265832  -0.17988428 -0.299637
  0.          0.        ]",2
"[ 0.13656321  1.1675507   0.6539947  -0.6522205  -0.19249786 -0.2522942
  0.          0.        ]",1
"[ 0.1430501   1.1523012   0.6630009  -0.679675   -0.20693094 -0.28868777
  0.          0.        ]",3
"[ 0.14944276  1.1364805   0.65111625 -0.7048506  -0.21890597 -0.23952207
  0.          0.        ]",1
"[ 0.15574941  1.1200863   0.6402615  -0.73007864 -0.22863334 -0.19456461
  0.          0.        ]",1
"[ 0.16196528  1.1031055   0.62889856 -0.75584966 -0.23604563 -0.14824533
  0.          0.        ]",1
"[ 0.1685606   1.0868862   0.6661084  -0.7219369  -0.24273232 -0.13373372
  0.          0.        ]",2
"[ 0.17511788  1.0707294   0.662946   -0.7192857  -0.25008047 -0.14696294
  0.          0.        ]",2
"[ 0.18167534  1.0539734   0.6629443  -0.7459567  -0.2574286  -0.14696251
  0.          0.        ]",0
"[ 0.18832092  1.0365741   0.6740872  -0.77500457 -0.26716387 -0.1947057
  0.          0.        ]",3
"[ 0.1949668   1.0185761   0.6740841  -0.8016789  -0.2768991  -0.19470423
  0.          0.        ]",0
"[ 0.20170775  0.99993986  0.6860214  -0.83058673 -0.28916514 -0.24532092
  0.          0.        ]",3
"[ 0.20852299  0.9812679   0.69357604 -0.83230484 -0.30159712 -0.2486391
  0.          0.        ]",2
"[ 0.21542987  0.9619513   0.7051014  -0.8615741  -0.31652474 -0.2985533
  0.          0.        ]",3
"[ 0.22242422  0.9419974   0.71601903 -0.89055765 -0.33380193 -0.34554386
  0.          0.        ]",3
"[ 0.22950974  0.9213926   0.72746855 -0.9202734  -0.35362214 -0.39640442
  0.          0.        ]",3
"[ 0.23659658  0.90019244  0.72745186 -0.946971   -0.37344182 -0.39639366
  0.          0.        ]",0
"[ 0.24368457  0.8783973   0.72743416 -0.9736684  -0.39326096 -0.39638296
  0.          0.        ]",0
"[ 0.25104293  0.8568585   0.7541791  -0.9624813  -0.41293594 -0.39350018
  0.          0.        ]",2
"[ 0.25846568  0.8346737   0.76221055 -0.9919663  -0.43451023 -0.4314859
  0.          0.        ]",3
"[ 0.2658902   0.81189436  0.7621864  -1.0186685  -0.45608383 -0.43147206
  0.          0.        ]",0
"[ 0.273252    0.7885775   0.75389254 -1.0422271  -0.4756468  -0.39125943
  0.          0.        ]",1
"[ 0.2808606   0.76548856  0.77853787 -1.0323771  -0.49536252 -0.39431453
  0.          0.        ]",2
"[ 0.28882313  0.7426289   0.81353986 -1.0223432  -0.5148525  -0.38979977
  0.          0.        ]",2
"[ 0.29673758  0.71922714  0.8070711  -1.0460789  -0.53266776 -0.35630423
  0.          0.        ]",1
"[ 0.30457935  0.695291    0.7976628  -1.069214   -0.5481812  -0.3102679
  0.          0.        ]",1
"[ 0.31235752  0.67081493  0.7894048  -1.092604   -0.56163716 -0.26911998
  0.          0.        ]",1
"[ 0.32013655  0.6457409   0.7893928  -1.1192836  -0.575093   -0.269116
  0.          0.        ]",0
"[ 0.32784566  0.6201389   0.780331   -1.1419823  -0.58621    -0.22234067
  0.          0.        ]",1
"[ 0.33548507  0.5940034   0.7713939  -1.1649034  -0.59505314 -0.1768622
  0.          0.        ]",1
"[ 0.34325725  0.5678875   0.78508306 -1.16429    -0.60445875 -0.1881125
  0.          0.        ]",2
"[ 0.3510297   0.54117244  0.78507674 -1.1909629  -0.6138643  -0.18811119
  0.          0.        ]",0
"[ 0.3588027   0.5138585   0.78507036 -1.2176358  -0.6232698  -0.1881099
  0.          0.        ]",0
"[ 0.3670167   0.4870919   0.829453   -1.1935164  -0.6330832  -0.19626878
  0.          0.        ]",2
"[ 0.3759055   0.4607097   0.8962959  -1.1761953  -0.6421747  -0.18183115
  0.          0.        ]",2
"[ 0.3853036   0.43459448  0.94693863 -1.1642548  -0.65098053 -0.17611599
  0.          0.        ]",2
"[ 0.3947731   0.4077859   0.956179   -1.1962276  -0.66247296 -0.22984883
  0.          0.        ]",3
"[ 0.40419406  0.38043272  0.94987756 -1.2197776  -0.6722459  -0.1954594
  0.          0.        ]",1
"[ 0.41354075  0.35257187  0.94023097 -1.2412267  -0.67927974 -0.14067677
  0.          0.        ]",1
"[ 0.42317533  0.32448894  0.9687557  -1.250994   -0.686009   -0.13458434
  0.          0.        ]",2
"[ 0.43314743  0.2968328   1.0030826  -1.2323948  -0.6935356  -0.1505327
  0.          0.        ]",2
"[ 0.44319218  0.26849478  1.0123326  -1.2638539  -0.7036433  -0.20215349
  0.          0.        ]",3
"[ 0.45329562  0.23948437  1.0197827  -1.2947518  -0.71592206 -0.24557503
  0.          0.        ]",3
"[ 0.46334448  0.20993151  1.0128125  -1.3180978  -0.72632444 -0.20804806
  0.          0.        ]",1
"[ 0.47346106  0.1796857   1.0214779  -1.3501524  -0.7393753  -0.26101747
  0.          0.        ]",3
"[ 0.4835785   0.14884157  1.0214636  -1.3768295  -0.752426   -0.2610144
  0.          0.        ]",0
"[ 0.493697    0.11739908  1.021449   -1.4035066  -0.76547664 -0.2610113
  0.          0.        ]",0
"[ 0.5038165   0.0853582   1.0214342  -1.4301835  -0.7785271  -0.26100823
  0.          0.        ]",0
"[ 0.5138954   0.05278145  1.0160185  -1.4532536  -0.7898508  -0.22647539
  0.          0.        ]",1
"[ 0.5240445   0.01951755  1.0247967  -1.4851325  -0.8038089  -0.2791626
  1.          0.        ]",3
"[ 0.5335499  -0.00499498  0.95435107 -1.0929737  -0.8257775  -0.4589997
  1.          0.        ]",3
"[ 0.5437722  -0.02993058  1.0174241  -1.1047887  -0.8187803   0.13996036
  1.          0.        ]",0
"[ 0.5500638  -0.04260316  0.625903   -0.08110177 -0.81764436  0.63886404
  1.          0.        ]",3
"[ 0.01183586  1.3873557   0.59338903 -0.5087436  -0.01428608 -0.1473649
  0.          0.        ]",2
"[ 0.01766214  1.3765357   0.5902906  -0.48097554 -0.02186468 -0.1515864
  0.          0.        ]",2
"[ 0.02339191  1.3651221   0.5781873  -0.5073516  -0.02700881 -0.10289202
  0.          0.        ]",1
"[ 0.02904425  1.3531113   0.5684456  -0.5338819  -0.03019644 -0.06375856
  0.          0.        ]",1
"[ 0.03469658  1.3405004   0.56845397 -0.56055087 -0.03338391 -0.06375482
  0.          0.        ]",0
"[ 0.0403491   1.3272896   0.5684632  -0.5872199  -0.0365704  -0.06373571
  0.          0.        ]",0
"[ 0.04600172  1.3134791   0.56847274 -0.61388904 -0.03975643 -0.06372609
  0.          0.        ]",0
"[ 0.05165444  1.2990685   0.56848204 -0.6405583  -0.04294198 -0.06371672
  0.          0.        ]",0
"[ 0.05736971  1.2840655   0.5763267  -0.6669417  -0.04769175 -0.0950041
  0.          0.        ]",3
"[ 0.06302118  1.268471    0.56831247 -0.69319326 -0.05082497 -0.06266995
  0.          0.        ]",1
"[ 0.06874885  1.252274    0.5778564  -0.7200416  -0.05587112 -0.10093216
  0.          0.        ]",3
"[ 0.07434378  1.2364668   0.56539476 -0.70278203 -0.06171564 -0.11690114
  0.          0.        ]",2
"[ 0.07993899  1.2200596   0.56541073 -0.72946125 -0.06755896 -0.11687694
  0.          0.        ]",0
"[ 0.08543577  1.2045964   0.5563704  -0.6875757  -0.07419113 -0.13265552
  0.          0.        ]",2
"[ 0.09100389  1.1885304   0.5653068  -0.7144807  -0.08261013 -0.16839525
  0.          0.        ]",3
"[ 0.09647646  1.171887    0.5532708  -0.740049   -0.08858435 -0.11949517
  0.          0.        ]",1
"[ 0.10216065  1.1561277   0.57385236 -0.70074964 -0.09398081 -0.10793899
  0.          0.        ]",2
"[ 0.10774841  1.1397727   0.5617715  -0.72708637 -0.09695154 -0.05941956
  0.          0.        ]",1
"[ 0.11330166  1.1242291   0.55890477 -0.69106096 -0.1005084  -0.07114389
  0.          0.        ]",2
"[ 0.11894999  1.108072    0.57083505 -0.71850616 -0.10646905 -0.11922367
  0.          0.        ]",3
"[ 0.12451611  1.0913303   0.5604955  -0.74436206 -0.11033228 -0.07727163
  0.          0.        ]",1
"[ 0.13014364  1.0739772   0.5682019  -0.77166086 -0.11575504 -0.10846494
  0.          0.        ]",3
"[ 0.13577136  1.0560244   0.5682178  -0.79833347 -0.12117594 -0.10842778
  0.          0.        ]",0
"[ 0.14131173  1.0374801   0.5572636  -0.82445174 -0.12439014 -0.06428958
  0.          0.        ]",1
"[ 0.14683065  1.0198661   0.55580586 -0.783182   -0.12828767 -0.07795073
  0.          0.        ]",2
"[ 0.15234947  1.0016521   0.5558056  -0.80985    -0.1321852  -0.07795063
  0.          0.        ]",0
"[ 0.15816288  0.9841866   0.58444947 -0.77652514 -0.13527928 -0.06188157
  0.          0.        ]",2
"[ 0.16397639  0.96612126  0.5844493  -0.8031925  -0.13837336 -0.06188156
  0.          0.        ]",0
"[ 0.16987887  0.94742846  0.59565717 -0.8313059  -0.14376602 -0.10785343
  0.          0.        ]",3
"[ 0.17578134  0.9281359   0.59565663 -0.857975   -0.14915867 -0.10785303
  0.          0.        ]",0
"[ 0.18178158  0.9082319   0.60788846 -0.88543594 -0.15701815 -0.15718965
  0.          0.        ]",3
"[ 0.1877819   0.8877285   0.6078873  -0.91210777 -0.16487761 -0.1571887
  0.          0.        ]",0
"[ 0.19369975  0.86664534  0.59752125 -0.93767715 -0.17062111 -0.11486997
  0.          0.        ]",1
"[ 0.19961767  0.84496266  0.5975205  -0.96434635 -0.1763646  -0.11486958
  0.          0.        ]",0
"[ 0.20545626  0.82332975  0.5903003  -0.96223927 -0.18282004 -0.12910897
  0.          0.        ]",2
"[ 0.21143837  0.8024225   0.6047235  -0.9300273  -0.18936539 -0.13090703
  0.          0.        ]",2
"[ 0.2176489   0.7823778   0.62737817 -0.89170104 -0.19572034 -0.12709917
  0.          0.        ]",2
"[ 0.2238596   0.7617335   0.6273772  -0.918371   -0.20207527 -0.12709883
  0.          0.        ]",0
"[ 0.230165    0.74045366  0.63932604 -0.94699633 -0.21092305 -0.17695573
  0.          0.        ]",3
"[ 0.23654756  0.71854347  0.6490184  -0.9753628  -0.22180328 -0.21760488
  0.          0.        ]",3
"[ 0.2430274   0.6960132   0.6611701  -1.003386   -0.23516977 -0.2673294
  0.          0.        ]",3
"[ 0.24946776  0.67369366  0.6579262  -0.9942602  -0.24929568 -0.28251833
  0.          0.        ]",2
"[ 0.255814    0.6508036   0.646055   -1.0193132  -0.26096696 -0.23342521
  0.          0.        ]",1
"[ 0.26208544  0.6273378   0.63665617 -1.0446575  -0.2706906  -0.19447269
  0.          0.        ]",1
"[ 0.2682844   0.60331345  0.6274355  -1.0691658  -0.27841634 -0.15451472
  0.          0.        ]",1
"[ 0.27459544  0.57986987  0.63910806 -1.0434831  -0.2866438  -0.16454905
  0.          0.        ]",2
"[ 0.28120488  0.55711704  0.66873753 -1.0127854  -0.29467157 -0.16055503
  0.          0.        ]",2
"[ 0.28781453  0.53376514  0.66873515 -1.0394572  -0.3026993  -0.1605544
  0.          0.        ]",0
"[ 0.29448336  0.5097827   0.67620236 -1.067856   -0.31234944 -0.19300267
  0.          0.        ]",3
"[ 0.30122367  0.48516026  0.68522483 -1.0967832  -0.32398143 -0.23263986
  0.          0.        ]",3
"[ 0.3080369   0.45991474  0.694293   -1.1249865  -0.33751923 -0.2707557
  0.          0.        ]",3
"[ 0.31477937  0.43411568  0.685243   -1.1492432  -0.34904456 -0.23050722
  0.          0.        ]",1
"[ 0.32158774  0.4076746   0.69356436 -1.1783042  -0.3624451  -0.26801056
  0.          0.        ]",3
"[ 0.32847738  0.3805943   0.7037388  -1.2073834  -0.37807325 -0.31256348
  0.          0.        ]",3
"[ 0.3354307   0.3528783   0.7116724  -1.2362484  -0.39548382 -0.34821174
  0.          0.        ]",3
"[ 0.34260282  0.3258183   0.73395073 -1.2074322  -0.41345134 -0.3593503
  0.          0.        ]",2
"[ 0.35007563  0.2996105   0.76435727 -1.1699047  -0.43194357 -0.36984396
  0.          0.        ]",2
"[ 0.35747537  0.27284697  0.75503725 -1.1942036  -0.4483652  -0.328433
  0.          0.        ]",1
"[ 0.3649474   0.24543644  0.76403224 -1.2237568  -0.4668819  -0.37033302
  0.          0.        ]",3
"[ 0.37242088  0.21743003  0.7640131  -1.2504491  -0.48539814 -0.37032443
  0.          0.        ]",0
"[ 0.3798957   0.18882774  0.7639932  -1.2771413  -0.50391394 -0.37031567
  0.          0.        ]",0
"[ 0.38742495  0.15958379  0.7707346  -1.3064153  -0.5240861  -0.4034442
  1.          0.        ]",3
"[ 0.3874612   0.15509842  0.16910607 -0.30035484 -0.63436025 -2.0603735
  1.          0.        ]",0
"[ 0.3879345   0.14981955  0.1176409  -0.27227747 -0.72301954 -1.7726738
  1.          0.        ]",0
"[ 0.38768482  0.14850534 -0.03215208 -0.06349642 -0.7046061   0.23790808
  1.          0.        ]",0
"[ 0.38728124  0.14712718 -0.05719144 -0.05843731 -0.6758621   0.47867584
  1.          0.        ]",0
"[ 0.38674554  0.14549218 -0.07919077 -0.06263555 -0.64009506  0.6660841
  1.          0.        ]",1
"[ 0.38618106  0.14335492 -0.0858335  -0.08150687 -0.60324645  0.7271043
  1.          0.        ]",0
"[ 0.38602877  0.14136316 -0.04560208 -0.07508622 -0.5672326   0.7203194
  1.          0.        ]",2
"[ 0.385822    0.13884853 -0.05329748 -0.09845039 -0.5294457   0.7557703
  0.          0.        ]",1
"[ 0.3859725   0.13647416 -0.01856194 -0.09296384 -0.49139303  0.76108634
  0.          0.        ]",2
"[ 0.3866642   0.1344826   0.03415929 -0.07657222 -0.45254496  0.7769946
  0.          0.        ]",2
"[ 0.3873617   0.13191062  0.034075   -0.10328828 -0.41370526  0.77682626
  0.          0.        ]",0
"[ 0.3879963   0.12881285  0.02523662 -0.12708345 -0.37281224  0.81789464
  0.          0.        ]",1
"[ 0.3885643   0.12518671  0.01596678 -0.15115277 -0.32984027  0.859475
  0.          0.        ]",1
"[ 0.38938427  0.12165213  0.04016465 -0.14818473 -0.2864546   0.8677495
  0.          0.        ]",2
"[ 0.39012146  0.11757382  0.02908075 -0.17319258 -0.24077266  0.91367567
  0.          0.        ]",1
"[ 0.39086276  0.11292444  0.02899821 -0.19994265 -0.19509926  0.9135059
  0.          0.        ]",0
"[ 0.39152354  0.10773998  0.01832098 -0.2248793  -0.14721262  0.95777214
  0.          0.        ]",1
"[ 0.39241487  0.10258499  0.0402225  -0.2250478  -0.09853259  0.97364074
  0.          0.        ]",2
"[ 0.39324218  0.0975624   0.03417651 -0.22077534 -0.05043255  0.96203995
  0.          0.        ]",2
"[ 0.39406997  0.09197238  0.0341162  -0.24754903 -0.002343    0.9618298
  0.          0.        ]",0
"[ 0.39498568  0.08582283  0.04516018 -0.2739158   0.04351047  0.9171065
  0.          0.        ]",3
"[ 0.39596528  0.07911144  0.0533169  -0.30021015  0.0877036   0.88389844
  0.          0.        ]",3
"[ 0.39674872  0.07304293 -0.01216109 -0.25205365  0.15613836  1.5401753
  0.          1.        ]",1
"[ 0.01031036  1.3965957   0.52700424 -0.33120877 -0.01359642 -0.15346943
  0.          0.        ]",3
"[ 0.01559153  1.3885373   0.5381242  -0.3582793  -0.02349142 -0.19791895
  0.          0.        ]",3
"[ 0.02080336  1.3807361   0.53158766 -0.34691092 -0.03378244 -0.20583932
  0.          0.        ]",2
"[ 0.02609148  1.3723239   0.5411574  -0.37420556 -0.04599164 -0.2442067
  0.          0.        ]",3
"[ 0.03129625  1.3633142   0.5306751  -0.40077016 -0.05608935 -0.20197289
  0.          0.        ]",1
"[ 0.03658991  1.3536923   0.54183465 -0.42814726 -0.06842995 -0.24683504
  0.          0.        ]",3
"[ 0.04195185  1.3449688   0.54863477 -0.38832802 -0.08077    -0.246824
  0.          0.        ]",2
"[ 0.04751243  1.3368254   0.56784403 -0.36260617 -0.09246977 -0.23401669
  0.          0.        ]",2
"[ 0.05315704  1.3280846   0.57834893 -0.38939828 -0.10626233 -0.27587658
  0.          0.        ]",3
"[ 0.05880241  1.3187463   0.57838887 -0.41607755 -0.12005145 -0.2758081
  0.          0.        ]",0
"[ 0.0645422   1.3101578   0.5878911  -0.38289297 -0.13390562 -0.27710843
  0.          0.        ]",2
"[ 0.07034092  1.3009498   0.5952664  -0.41070306 -0.14927188 -0.30735368
  0.          0.        ]",3
"[ 0.07621813  1.2911272   0.6050592  -0.4383901  -0.1666243  -0.34707996
  0.          0.        ]",3
"[ 0.08202095  1.2807246   0.5956509  -0.46412614 -0.18204468 -0.30843574
  0.          0.        ]",1
"[ 0.08782463  1.2697251   0.5956886  -0.49081707 -0.19746372 -0.30840907
  0.          0.        ]",0
"[ 0.09361438  1.2587842   0.5947074  -0.4884412  -0.21335036 -0.3177615
  0.          0.        ]",2
"[ 0.09949646  1.2472245   0.6062126  -0.5164743  -0.23158643 -0.36475453
  0.          0.        ]",3
"[ 0.1053194   1.235102    0.59859025 -0.54142106 -0.2481711  -0.33172375
  0.          0.        ]",1
"[ 0.11106138  1.2224234   0.5882784  -0.5659367  -0.2625411  -0.28742546
  0.          0.        ]",1
"[ 0.11680432  1.2091471   0.5883103  -0.5926276  -0.2769093  -0.28739065
  0.          0.        ]",0
"[ 0.1225481   1.1952734   0.58834285 -0.61931896 -0.29127473 -0.2873351
  0.          0.        ]",0
"[ 0.12829295  1.1808021   0.588375   -0.646011   -0.30563787 -0.2872882
  0.          0.        ]",0
"[ 0.13395023  1.1657696   0.57727575 -0.6705921  -0.31763232 -0.2399104
  0.          0.        ]",1
"[ 0.13960819  1.1501385   0.57730085 -0.6972791  -0.3296259  -0.23989289
  0.          0.        ]",0
"[ 0.14533548  1.133863    0.58603907 -0.72645104 -0.3435507  -0.27849597
  0.          0.        ]",3
"[ 0.15099783  1.1170335   0.5777036  -0.75076514 -0.35560352 -0.24105549
  0.          0.        ]",1
"[ 0.15666056  1.0996057   0.5776974  -0.7774431  -0.36765617 -0.24105303
  0.          0.        ]",0
"[ 0.16232376  1.0815797   0.57769096 -0.80412114 -0.3797087  -0.24105056
  0.          0.        ]",0
"[ 0.16790381  1.0630159   0.56703806 -0.8274879  -0.38931692 -0.19216423
  0.          0.        ]",1
"[ 0.17348424  1.0438534   0.5670337  -0.8541617  -0.39892507 -0.19216281
  0.          0.        ]",0
"[ 0.1791276   1.0240457   0.57499844 -0.88338417 -0.410378   -0.22905941
  0.          0.        ]",3
"[ 0.1846939   1.0037019   0.5651018  -0.906647   -0.41949975 -0.18243486
  0.          0.        ]",1
"[ 0.19032946  0.9827116   0.5738239  -0.9359973  -0.43062952 -0.2225956
  0.          0.        ]",3
"[ 0.19604483  0.96106195  0.58393115 -0.96606344 -0.4441345  -0.27009982
  0.          0.        ]",3
"[ 0.20176096  0.9388145   0.5839214  -0.9927439  -0.45763937 -0.27009645
  0.          0.        ]",0
"[ 0.20779638  0.9172946   0.6162075  -0.96066695 -0.47162688 -0.27975026
  0.          0.        ]",2
"[ 0.21383257  0.89517707  0.6161964  -0.9873482  -0.4856142  -0.27974644
  0.          0.        ]",0
"[ 0.21992655  0.8724305   0.62332064 -1.0159395  -0.50120145 -0.3117451
  0.          0.        ]",3
"[ 0.22626552  0.8497328   0.6476637  -1.0138963  -0.51675606 -0.3110925
  0.          0.        ]",2
"[ 0.23266211  0.8263988   0.6547648  -1.0428933  -0.53398067 -0.3444934
  0.          0.        ]",3
"[ 0.23906001  0.802468    0.654746   -1.0695814  -0.551205   -0.3444863
  0.          0.        ]",0
"[ 0.24545927  0.77794063  0.6547267  -1.0962694  -0.56842893 -0.3444793
  0.          0.        ]",0
"[ 0.25209418  0.7534577   0.6782461  -1.0945188  -0.5858037  -0.3474953
  0.          0.        ]",2
"[ 0.2588071  0.7283023  0.6879975 -1.1255561 -0.6057171 -0.398269
  0.         0.       ]",3
"[ 0.26603356  0.7034766   0.73887193 -1.1109965  -0.6253082  -0.39182204
  0.          0.        ]",2
"[ 0.27326193  0.67805517  0.738844   -1.1376895  -0.6448987  -0.39181167
  0.          0.        ]",0
"[ 0.28049248  0.65203774  0.7388153  -1.1643821  -0.66448873 -0.39180133
  0.          0.        ]",0
"[ 0.28772506  0.6254242   0.73878586 -1.1910743  -0.6840782  -0.39179096
  0.          0.        ]",0
"[ 0.2948904   0.5983067   0.7297468  -1.2125148  -0.7010154  -0.33874428
  0.          0.        ]",1
"[ 0.3024106   0.5714738   0.7654316  -1.200243   -0.7184565  -0.34882128
  0.          0.        ]",2
"[ 0.31023797  0.5445979   0.7959982  -1.2023308  -0.73595774 -0.35002434
  0.          0.        ]",2
"[ 0.3181308   0.51703286  0.8042197  -1.2343024  -0.75602293 -0.40130353
  0.          0.        ]",3
"[ 0.32602596  0.48887166  0.8041854  -1.2609937  -0.7760875  -0.4012924
  0.          0.        ]",0
"[ 0.33385962  0.46019983  0.7959746  -1.282687   -0.79366136 -0.35147703
  0.          0.        ]",1
"[ 0.3416953   0.43093085  0.7959471  -1.3093718  -0.8112349  -0.35146952
  0.          0.        ]",0
"[ 0.35024032  0.40214604  0.8667661  -1.2880759  -0.82897216 -0.35474557
  0.          0.        ]",2
"[ 0.35884506  0.37266076  0.8743105  -1.3207086  -0.8493899  -0.40835452
  0.          0.        ]",3
"[ 0.36781272  0.34339285  0.9108055  -1.3116363  -0.87059015 -0.42400497
  0.          0.        ]",2
"[ 0.37678346  0.31352887  0.9107625  -1.3383276  -0.89178973 -0.42399186
  0.          0.        ]",0
"[ 0.38575745  0.28306854  0.9107189  -1.3650182  -0.91298866 -0.4239788
  0.          0.        ]",0
"[ 0.3947013   0.25209218  0.90618    -1.3870952  -0.932258   -0.38538647
  0.          0.        ]",1
"[ 0.4036003   0.22062744  0.8998402  -1.407491   -0.94886744 -0.33218792
  0.          0.        ]",1
"[ 0.41245908  0.18863411  0.8944813  -1.4300426  -0.96358824 -0.29441568
  0.          0.        ]",1
"[ 0.4213194   0.15604256  0.89445907 -1.4567199  -0.97830874 -0.29441142
  1.          0.        ]",0
"[ 0.43019113  0.12331647  0.89748764 -1.4777001  -1.0023096  -0.43364924
  1.          0.        ]",3
"[ 0.4380556   0.10843635  0.87765515 -0.9358559  -1.2495861  -4.3655624
  1.          0.        ]",2
"[ 0.44429883  0.10777038  0.4594654   0.35773212 -1.5123283  -2.1240659
  1.          0.        ]",1
"[ 0.00917387  1.4303734   0.46454987  0.44687107 -0.01045248 -0.10304148
  0.          0.        ]",2
